fullname,category,article_number,images,Footing,Armrests,Gas_lift,Mechanism,Features,Rollers,Specifications,Extras,Metadata,Link_arm
Кресло UTFC Мориока М-242 зеленый пластик (зеленый),,M242_morioka_green,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/c99/vr4ex1xtm4xoxhwjemrp36ghyfh4yhxb.webp; https://utfc.ru/upload/resize_cache/iblock/c99/140_140_0/vr4ex1xtm4xoxhwjemrp36ghyfh4yhxb.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/1e9/wbb0erg1tx8y4tjxg7puvtv62hi2achp.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/473/rzzwrptkx17j8oggwsupcz129r8xsuxd.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4d6/gmssa365vnt9h8do0twv21kjyvj7xtry.webp; https://utfc.ru/upload/resize_cache/iblock/1e9/140_140_0/wbb0erg1tx8y4tjxg7puvtv62hi2achp.png; https://utfc.ru/upload/resize_cache/iblock/c7a/140_140_0/go9su03wodbfbz8e8xb3z8m8wvwoadzy.png; https://utfc.ru/upload/resize_cache/iblock/473/140_140_0/rzzwrptkx17j8oggwsupcz129r8xsuxd.png; https://utfc.ru/upload/resize_cache/iblock/4d6/140_140_0/gmssa365vnt9h8do0twv21kjyvj7xtry.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/c7a/go9su03wodbfbz8e8xb3z8m8wvwoadzy.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""570 мм"", ""Высота:"": ""1130-1230 мм"", ""Глубина:"": ""630 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""590 мм"", ""Глубина упаковки:"": ""285 мм"", ""Вес брутто:"": ""11,65 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""590 мм"", ""Глубина упаковки:"": ""285 мм"", ""Вес брутто:"": ""11,65 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m242_morioka_green/
Кресло UTFC Номи М-317 черный пластик (черный),,M317_nomy,https://utfc.ru/upload/resize_cache/iblock/a08/140_140_0/h80jva80v49e4oau2yr12iwfjtc4845w.png; https://utfc.ru/upload/resize_cache/iblock/084/140_140_0/533apl3spbt09xip0htotwo5x7tle2oi.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a08/h80jva80v49e4oau2yr12iwfjtc4845w.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4d5/ph7wq2x3s915zb6wz1yjuosoxxp7ib79.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/084/533apl3spbt09xip0htotwo5x7tle2oi.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5da/gg8jz9kiagd3so63cpxobdhtl4mfnwud.webp; https://utfc.ru/upload/resize_cache/iblock/5e4/140_140_0/1r43k0kcr2w9exb1nx8nikcejtdtj6qm.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5e4/1r43k0kcr2w9exb1nx8nikcejtdtj6qm.webp; https://utfc.ru/upload/resize_cache/iblock/5da/140_140_0/gg8jz9kiagd3so63cpxobdhtl4mfnwud.png; https://utfc.ru/upload/resize_cache/iblock/4d5/140_140_0/ph7wq2x3s915zb6wz1yjuosoxxp7ib79.png,,,,,,,"{""Размер:"": {""Ширина:"": ""635 мм"", ""Высота:"": ""990-1090 мм"", ""Глубина:"": ""620 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""720 мм"", ""Высота упаковки:"": ""645 мм"", ""Глубина упаковки:"": ""335 мм"", ""Вес брутто:"": ""13,45 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""720 мм"", ""Высота упаковки:"": ""645 мм"", ""Глубина упаковки:"": ""335 мм"", ""Вес брутто:"": ""13,45 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m317_nomy/
Кресло UTFC Санда М-207 серый пластик (серый),,M207_sanda_gr,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/fdd/ldpm75tu3o6w5dauhby8uvbpmkgnkbw3.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4b6/0neq9j3azevprqg167hb3skkwy7cf9ce.webp; https://utfc.ru/upload/resize_cache/iblock/4d6/140_140_0/rjrdaopo37spuc9lv8r4cng58g7v5scv.png; https://utfc.ru/upload/resize_cache/iblock/4b6/140_140_0/0neq9j3azevprqg167hb3skkwy7cf9ce.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/aeb/71f03y1x0uw5qm0rxxhzope3n6ufi4fk.webp; https://utfc.ru/upload/resize_cache/iblock/aeb/140_140_0/71f03y1x0uw5qm0rxxhzope3n6ufi4fk.png; https://utfc.ru/upload/resize_cache/iblock/fdd/140_140_0/ldpm75tu3o6w5dauhby8uvbpmkgnkbw3.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/327/6i2ta8t7v1hcvui4yuryqow1cg52shvu.webp; https://utfc.ru/upload/resize_cache/iblock/327/140_140_0/6i2ta8t7v1hcvui4yuryqow1cg52shvu.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4d6/rjrdaopo37spuc9lv8r4cng58g7v5scv.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""660 мм"", ""Высота:"": ""1055-1155 мм"", ""Глубина:"": ""570 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""840 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""13,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""840 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""13,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m207_sanda_gr/
Кресло UTFC Санда М-207 черный пластик (черный),,M207_sanda_bl,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/8f6/eh0xdo9wkb9e591zryvkoebbpu94pzmz.webp; https://utfc.ru/upload/resize_cache/iblock/0dc/140_140_0/8uwoxahrmkd5853k96c19zrcradkx1oy.png; https://utfc.ru/upload/resize_cache/iblock/bf9/140_140_0/3cz5vyw5crz3ul8w180xu3iqu8oaqb4y.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/0dc/8uwoxahrmkd5853k96c19zrcradkx1oy.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/742/3oiedj8hxckwce2dhbu6j29ids598dcv.webp; https://utfc.ru/upload/resize_cache/iblock/742/140_140_0/3oiedj8hxckwce2dhbu6j29ids598dcv.png; https://utfc.ru/upload/resize_cache/iblock/17c/140_140_0/b1678pyjvs0ijt9q3m7os5lk2oeh7egy.png; https://utfc.ru/upload/resize_cache/iblock/8f6/140_140_0/eh0xdo9wkb9e591zryvkoebbpu94pzmz.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/bf9/3cz5vyw5crz3ul8w180xu3iqu8oaqb4y.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/17c/b1678pyjvs0ijt9q3m7os5lk2oeh7egy.webp,,,,,,,"{""Размер:"": {""Ширина:"": ""660 мм"", ""Высота:"": ""1055-1155 мм"", ""Глубина:"": ""570 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""840 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""13,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""840 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""270 мм"", ""Вес брутто:"": ""13,8 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,16 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m207_sanda_bl/
Кресло UTFC Киото М-250 серый пластик (серый),,M250_kioto_gr,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/42b/w2yt760x1o6y4cb6eilgui324miuka9h.webp; https://utfc.ru/upload/resize_cache/iblock/42b/140_140_0/w2yt760x1o6y4cb6eilgui324miuka9h.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/1e5/x4h4v8jmajo2n002sz5oceg1eq3qgrwo.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/172/d80xdhfb6hl4gcbetmymm91z1ayyzvku.webp; https://utfc.ru/upload/resize_cache/iblock/172/140_140_0/d80xdhfb6hl4gcbetmymm91z1ayyzvku.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/088/00d3fste5w70zjydiuvwyv12w92vsmlt.webp; https://utfc.ru/upload/resize_cache/iblock/1e5/140_140_0/x4h4v8jmajo2n002sz5oceg1eq3qgrwo.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/70a/flmbgjmcxdq1qj23jfc9l26qgsogxc1u.webp; https://utfc.ru/upload/resize_cache/iblock/088/140_140_0/00d3fste5w70zjydiuvwyv12w92vsmlt.png; https://utfc.ru/upload/resize_cache/iblock/70a/140_140_0/flmbgjmcxdq1qj23jfc9l26qgsogxc1u.png,,,,,,,"{""Размер:"": {""Ширина:"": ""680 мм"", ""Высота:"": ""1130-1280 мм"", ""Глубина:"": ""610 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""745 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""380 мм"", ""Вес брутто:"": ""19,15 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,19 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""745 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""380 мм"", ""Вес брутто:"": ""19,15 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,19 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m250_kioto_gr/
Кресло UTFC Мориока М-242 черный пластик (черный),,M242_morioka_bl,https://utfc.ru/upload/resize_cache/iblock/8a6/140_140_0/i3pga9aj5jkwxzhvm3to5uv0nymic9rd.png; https://utfc.ru/upload/iblock/726/s1jvtfnizzdsgogfz7arkdvcmazgp1x1.png; https://utfc.ru/upload/resize_cache/iblock/726/140_140_0/s1jvtfnizzdsgogfz7arkdvcmazgp1x1.png; https://utfc.ru/upload/iblock/f41/a77xcitgus6hwkemsagiz8iflhrm64it.png; https://utfc.ru/upload/iblock/8a6/i3pga9aj5jkwxzhvm3to5uv0nymic9rd.png; https://utfc.ru/upload/resize_cache/iblock/c60/140_140_0/8dx15z5r17416xbkzb9vcny054rg5ey7.png; https://utfc.ru/upload/iblock/327/1yeet7gdad80zvbtjad8i4565k0evz0g.png; https://utfc.ru/upload/resize_cache/iblock/f41/140_140_0/a77xcitgus6hwkemsagiz8iflhrm64it.png; https://utfc.ru/upload/iblock/c60/8dx15z5r17416xbkzb9vcny054rg5ey7.png; https://utfc.ru/upload/resize_cache/iblock/327/140_140_0/1yeet7gdad80zvbtjad8i4565k0evz0g.png,,,,,,,"{""Размер:"": {""Ширина:"": ""570 мм"", ""Высота:"": ""1130-1230 мм"", ""Глубина:"": ""630 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""590 мм"", ""Глубина упаковки:"": ""285 мм"", ""Вес брутто:"": ""11,65 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""590 мм"", ""Глубина упаковки:"": ""285 мм"", ""Вес брутто:"": ""11,65 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m242_morioka_bl/
Кресло UTFC Рекорд М-878 белый пластик (серый),,rekord_wh,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b94/1xydmchjboi5e6kg70cuws82ncd4iwbq.webp; https://utfc.ru/upload/resize_cache/iblock/b94/140_140_0/1xydmchjboi5e6kg70cuws82ncd4iwbq.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/671/scq3ksyhxp42pd1mnafpady560bw2cb3.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b63/qe67jtelptbwf2reuj4aqrfb83j6hl51.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/b71/mf6onascqi7ecu421oewlh0apbvhx96c.webp; https://utfc.ru/upload/resize_cache/iblock/671/140_140_0/scq3ksyhxp42pd1mnafpady560bw2cb3.png; https://utfc.ru/upload/resize_cache/iblock/b63/140_140_0/qe67jtelptbwf2reuj4aqrfb83j6hl51.png; https://utfc.ru/upload/resize_cache/iblock/51d/140_140_0/dgwpuu1eitddu9030h20ce9boplid3ik.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/51d/dgwpuu1eitddu9030h20ce9boplid3ik.webp; https://utfc.ru/upload/resize_cache/iblock/b71/140_140_0/mf6onascqi7ecu421oewlh0apbvhx96c.png,,,,,,,"{""Размер:"": {""Ширина:"": ""590 мм"", ""Высота:"": ""1110-1210 мм"", ""Глубина:"": ""690 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""740 мм"", ""Высота упаковки:"": ""600 мм"", ""Глубина упаковки:"": ""280 мм"", ""Вес брутто:"": ""14,2 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,133 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""740 мм"", ""Высота упаковки:"": ""600 мм"", ""Глубина упаковки:"": ""280 мм"", ""Вес брутто:"": ""14,2 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,133 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/rekord_wh/
Кресло UTFC Киото М-250 черный пластик (черный),,M250_kioto_bl,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/e62/zotdn8xrqqd1d469doznecc8yhr108nr.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/5d2/59ivi06b2qo6ju1lj8cyyfbf1dyzknok.webp; https://utfc.ru/upload/resize_cache/iblock/1a2/140_140_0/pbanvdts0hqrupdoqpnmv561nt28j1ld.png; https://utfc.ru/upload/resize_cache/iblock/4c7/140_140_0/xrlr7or8vp7cx06v3xbv5w09zeo6h6hh.png; https://utfc.ru/upload/resize_cache/iblock/5d2/140_140_0/59ivi06b2qo6ju1lj8cyyfbf1dyzknok.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4c7/xrlr7or8vp7cx06v3xbv5w09zeo6h6hh.webp; https://utfc.ru/upload/resize_cache/iblock/218/140_140_0/aatvqh16k806hc8zfy9a2764k9ndh5kw.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/1a2/pbanvdts0hqrupdoqpnmv561nt28j1ld.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/218/aatvqh16k806hc8zfy9a2764k9ndh5kw.webp; https://utfc.ru/upload/resize_cache/iblock/e62/140_140_0/zotdn8xrqqd1d469doznecc8yhr108nr.png,,,,,,,"{""Размер:"": {""Ширина:"": ""680 мм"", ""Высота:"": ""1130-1280 мм"", ""Глубина:"": ""610 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""745 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""380 мм"", ""Вес брутто:"": ""19,15 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,19 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""745 мм"", ""Высота упаковки:"": ""650 мм"", ""Глубина упаковки:"": ""380 мм"", ""Вес брутто:"": ""19,15 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,19 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m250_kioto_bl/
Кресло UTFC Осака М-201 черный пластик (черный),,M201_osaka_bl,https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/9db/7ckm76e0s1udqm0sc80rrm7xxv04i1ey.webp; https://utfc.ru/upload/resize_cache/iblock/9db/140_140_0/7ckm76e0s1udqm0sc80rrm7xxv04i1ey.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/478/c3t92u3bxcu64geqpt6g1sm8ti2sl5wj.webp; https://utfc.ru/upload/resize_cache/iblock/676/140_140_0/cx1asc27uiehw5qiaknz2agwpntwp6tk.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/9a0/3bmj5t879acim3en100fbokzbshleygb.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/676/cx1asc27uiehw5qiaknz2agwpntwp6tk.webp; https://utfc.ru/upload/resize_cache/iblock/9a0/140_140_0/3bmj5t879acim3en100fbokzbshleygb.png; https://utfc.ru/upload/resize_cache/iblock/3aa/140_140_0/trnwb7a0zr1bicvqxxr24z3s1yohgr11.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/3aa/trnwb7a0zr1bicvqxxr24z3s1yohgr11.webp; https://utfc.ru/upload/resize_cache/iblock/478/140_140_0/c3t92u3bxcu64geqpt6g1sm8ti2sl5wj.png,,,,,,,"{""Размер:"": {""Ширина:"": ""545 мм"", ""Высота:"": ""1130-1250 мм"", ""Глубина:"": ""690 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""630 мм"", ""Высота упаковки:"": ""630 мм"", ""Глубина упаковки:"": ""370 мм"", ""Вес брутто:"": ""14,7 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,15 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""630 мм"", ""Высота упаковки:"": ""630 мм"", ""Глубина упаковки:"": ""370 мм"", ""Вес брутто:"": ""14,7 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,15 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m201_osaka_bl/
Кресло UTFC Рекорд М-878 черный пластик (черный),,rekord_bl,https://utfc.ru/upload/resize_cache/iblock/d68/140_140_0/z2j72evu4xxwvaqiaoq4f7jz1aosvpzr.png; https://utfc.ru/upload/resize_cache/iblock/eff/140_140_0/98j2278fm6fz2pm5ei1d8y5msbazmw1g.png; https://utfc.ru/upload/resize_cache/iblock/4f0/140_140_0/i9wtgzt61yyfk9u72k7tt6eczcp263pw.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/eff/98j2278fm6fz2pm5ei1d8y5msbazmw1g.webp; https://utfc.ru/upload/resize_cache/iblock/02b/140_140_0/9tqnz9c7dhsy0b15ocv845meirp4pmwa.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4f0/i9wtgzt61yyfk9u72k7tt6eczcp263pw.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/d10/r7jvp5vjp60qyv9wuqlrp0rkdkmq1fuc.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/02b/9tqnz9c7dhsy0b15ocv845meirp4pmwa.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/d68/z2j72evu4xxwvaqiaoq4f7jz1aosvpzr.webp; https://utfc.ru/upload/resize_cache/iblock/d10/140_140_0/r7jvp5vjp60qyv9wuqlrp0rkdkmq1fuc.png,,,,,,,"{""Размер:"": {""Ширина:"": ""590 мм"", ""Высота:"": ""1140-1240 мм"", ""Глубина:"": ""650 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""740 мм"", ""Высота упаковки:"": ""600 мм"", ""Глубина упаковки:"": ""280 мм"", ""Вес брутто:"": ""13,3 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,133 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""740 мм"", ""Высота упаковки:"": ""600 мм"", ""Глубина упаковки:"": ""280 мм"", ""Вес брутто:"": ""13,3 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,133 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/rekord_bl/
Кресло UTFC Кофу М-231 черный пластик (черный),,M231_kofu_bl,https://utfc.ru/upload/resize_cache/iblock/551/140_140_0/rwbjcqistnyepx22mr233pvfllc9rq9k.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/551/rwbjcqistnyepx22mr233pvfllc9rq9k.webp; https://utfc.ru/upload/resize_cache/iblock/db1/140_140_0/pvpr6vbu6xepn4xkhux9vt0oulqwtaqo.png; https://utfc.ru/upload/resize_cache/iblock/7a9/140_140_0/sl4n93o3ux8icpez6iguk5jo437w9mxu.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/db1/pvpr6vbu6xepn4xkhux9vt0oulqwtaqo.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/7a9/sl4n93o3ux8icpez6iguk5jo437w9mxu.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/51c/wds3ft003mg6o2h80b5ln0l6wpvbatqh.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/4c3/nikan4gsqb2swwwgo98ixs1o0zgf7msa.webp; https://utfc.ru/upload/resize_cache/iblock/51c/140_140_0/wds3ft003mg6o2h80b5ln0l6wpvbatqh.png; https://utfc.ru/upload/resize_cache/iblock/4c3/140_140_0/nikan4gsqb2swwwgo98ixs1o0zgf7msa.png,,,,,,,"{""Размер:"": {""Ширина:"": ""615 мм"", ""Высота:"": ""950-1050 мм"", ""Глубина:"": ""590 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""620 мм"", ""Высота упаковки:"": ""600 мм"", ""Глубина упаковки:"": ""290 мм"", ""Вес брутто:"": ""10,95 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""620 мм"", ""Высота упаковки:"": ""600 мм"", ""Глубина упаковки:"": ""290 мм"", ""Вес брутто:"": ""10,95 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m231_kofu_bl/
Кресло UTFC Мориока М-242 серый пластик (серый),,M242_morioka_gr,https://utfc.ru/upload/resize_cache/iblock/d2c/140_140_0/dz2bk2geadoxevjgm2p1btnym9b5inln.png; https://utfc.ru/upload/resize_cache/iblock/a63/140_140_0/uaz85fsxi28drjyhk7wbclmi4vr8efkd.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/d2c/dz2bk2geadoxevjgm2p1btnym9b5inln.webp; https://utfc.ru/upload/resize_cache/iblock/0fb/140_140_0/hlw07vf8ddo4yo2p4nqdfia4z5fij9bb.png; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/7ae/3i1b5lhmr58koh89pmd6cue8e4h9vj2r.webp; https://utfc.ru/upload/dev2fun.imagecompress/webp/iblock/a04/jwnagl4zn96ub71mvw7fbwcdzo9712e2.webp; https://utfc.ru/upload/iblock/a63/uaz85fsxi28drjyhk7wbclmi4vr8efkd.png; https://utfc.ru/upload/resize_cache/iblock/a04/140_140_0/jwnagl4zn96ub71mvw7fbwcdzo9712e2.png; https://utfc.ru/upload/iblock/0fb/hlw07vf8ddo4yo2p4nqdfia4z5fij9bb.png; https://utfc.ru/upload/resize_cache/iblock/7ae/140_140_0/3i1b5lhmr58koh89pmd6cue8e4h9vj2r.png,,,,,,,"{""Размер:"": {""Ширина:"": ""570 мм"", ""Высота:"": ""1130-1230 мм"", ""Глубина:"": ""630 мм"", ""Нагрузка:"": ""до 120 кг"", ""Каркас:"": ""Немонолитный"", ""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""590 мм"", ""Глубина упаковки:"": ""285 мм"", ""Вес брутто:"": ""11,65 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}, ""Размер упаковки:"": {""Ширина упаковки:"": ""660 мм"", ""Высота упаковки:"": ""590 мм"", ""Глубина упаковки:"": ""285 мм"", ""Вес брутто:"": ""11,65 кг"", ""Материал упаковки:"": ""Гофрокартон"", ""Объём:"": ""0,11 м.куб""}}",,"{""Price"": """", ""Availability"": ""OutOfStock""}",https://utfc.ru/catalog/comfort_chairs/m242_morioka_gr/
,,,,,,,,,,,,,https://utfc.ru/catalog/
